longueur_onde,flux
5845.2959,4396.7397
5845.3110,4385.8174
5845.3262,4385.8174
5845.3408,4372.4199
5845.3560,4358.7495
5845.3711,4358.7495
5845.3857,4440.0859
5845.4009,4442.1055
5845.4160,4364.6724
5845.4312,4272.6328
5845.4458,4272.6328
5845.4609,4342.4229
5845.4761,4347.0068
5845.4907,4308.4326
5845.5059,4255.1963
5845.5210,4255.1963
5845.5361,4447.1772
5845.5508,4467.9731
5845.5659,4432.4263
5845.5811,4375.5723
5845.5957,4375.5723
5845.6108,4155.1226
5845.6260,4121.4409
5845.6411,4149.5029
5845.6558,4201.4917
5845.6709,4201.4917
5845.6860,4280.9229
5845.7012,4296.7368
5845.7158,4309.1968
5845.7310,4335.9556
5845.7461,4335.9556
5845.7607,4274.6357
5845.7759,4259.4756
5845.7910,4321.9312
5845.8062,4477.7231
5845.8208,4477.7231
5845.8359,4327.8579
5845.8511,4283.3164
5845.8657,4317.5039
5845.8809,4416.8965
5845.8960,4416.8965
5845.9111,4396.7417
5845.9258,4389.7080
5845.9409,4405.3140
5845.9561,4458.4585
5845.9707,4458.4585
5845.9858,4405.0938
5846.0010,4383.6157
5846.0161,4398.4121
5846.0308,4457.8306
5846.0459,4457.8306
5846.0610,4334.8110
5846.0762,4278.5146
5846.0908,4289.9453
5846.1060,4344.5684
5846.1211,4344.5684
5846.1357,4378.9463
5846.1509,4396.6265
5846.1660,4384.0518
5846.1812,4311.6807
5846.1958,4311.6807
5846.2109,4322.9409
5846.2261,4329.3848
5846.2407,4318.5898
5846.2559,4242.5601
5846.2710,4242.5601
5846.2861,4246.7329
5846.3008,4249.3682
5846.3159,4272.5483
5846.3311,4476.7837
5846.3457,4476.7837
5846.3608,4367.2061
5846.3760,4291.4414
5846.3911,4297.0454
5846.4058,4360.7666
5846.4209,4360.7666
5846.4360,4383.6626
5846.4512,4400.8799
5846.4658,4403.0234
5846.4810,4435.9917
5846.4961,4435.9917
5846.5107,4358.4380
5846.5259,4295.4072
5846.5410,4288.9429
5846.5562,4143.5752
5846.5708,4143.5752
5846.5859,4056.1926
5846.6011,3979.8848
5846.6157,3975.6870
5846.6309,3814.6665
5846.6460,3814.6665
5846.6611,3833.3389
5846.6758,3850.7615
5846.6909,3852.8101
5846.7061,4065.2776
5846.7207,4065.2776
5846.7358,4140.2954
5846.7510,4214.6821
5846.7661,4214.6821
5846.7808,4263.8623
5846.7959,4264.1094
5846.8110,4205.3164
5846.8262,4143.6860
5846.8408,4143.6860
5846.8560,4315.1758
5846.8711,4318.3613
5846.8857,4360.5703
5846.9009,4407.1030
5846.9160,4407.1030
5846.9312,4488.1230
5846.9458,4490.6426
5846.9609,4364.1274
5846.9761,4218.1963
5846.9907,4218.1963
5847.0059,4202.2876
5847.0210,4201.6113
5847.0361,4320.8066
5847.0508,4463.9214
5847.0659,4463.9214
5847.0811,4372.6704
5847.0957,4367.8594
5847.1108,4403.0884
5847.1260,4446.8911
5847.1411,4446.8911
5847.1558,4380.1943
5847.1709,4376.0820
5847.1860,4285.8911
5847.2012,4170.3662
5847.2158,4170.3662
5847.2310,4343.5889
5847.2461,4355.5815
5847.2607,4305.5796
5847.2759,4239.9443
5847.2910,4239.9443
5847.3062,4407.7969
5847.3208,4420.4536
5847.3359,4487.1250
5847.3511,4576.3398
5847.3657,4576.3398
5847.3809,4409.3013
5847.3960,4395.9194
5847.4111,4372.0176
5847.4258,4339.5864
5847.4409,4339.5864
5847.4561,4362.5229
5847.4707,4364.4336
5847.4858,4319.4590
5847.5010,4257.9141
5847.5161,4257.9141
5847.5308,4373.7964
5847.5459,4383.6450
5847.5610,4380.8047
5847.5762,4376.9048
5847.5908,4376.9048
5847.6060,4308.4717
5847.6211,4302.6470
5847.6357,4236.5483
5847.6509,4146.0146
5847.6660,4146.0146
5847.6812,3998.9409
5847.6958,3986.6316
5847.7109,3914.0281
5847.7261,3815.3423
5847.7407,3815.3423
5847.7559,3625.7983
5847.7710,3610.4941
5847.7861,3611.4771
5847.8008,3612.7959
5847.8159,3612.7959
5847.8311,3704.0032
5847.8457,3710.9600
5847.8608,3807.6877
5847.8760,3935.1040
5847.8911,3935.1040
5847.9058,4254.8169
5847.9209,4277.3042
5847.9360,4347.1343
5847.9512,4436.9678
5847.9658,4436.9678
5847.9810,4427.2476
5847.9961,4426.6357
5848.0107,4378.6895
5848.0259,4318.7681
5848.0410,4318.7681
5848.0562,4320.9956
5848.0708,4321.1162
5848.0859,4363.7930
5848.1011,4415.3379
5848.1157,4415.3379
5848.1309,4405.8892
5848.1460,4405.4717
5848.1611,4447.3442
5848.1758,4495.9673
5848.1909,4495.9673
5848.2061,4286.5269
5848.2207,4279.6226
5848.2358,4341.8145
5848.2510,4410.8862
5848.2661,4410.8862
5848.2808,4505.2783
5848.2959,4507.2212
5848.3110,4396.0640
5848.3262,4278.5957
5848.3408,4278.5957
5848.3560,4445.8438
5848.3711,4447.0400
5848.3857,4361.8252
5848.4009,4276.5845
5848.4160,4277.0757
5848.4312,4344.0234
5848.4458,4344.0234
5848.4609,4335.2588
5848.4761,4327.0039
5848.4907,4325.1558
5848.5059,4246.6182
5848.5210,4246.6182
5848.5361,4194.2368
5848.5508,4148.0342
5848.5659,4151.9380
5848.5811,4245.5923
5848.5957,4245.5923
5848.6108,4274.5205
5848.6260,4298.2817
5848.6411,4298.1201
5848.6558,4295.5112
5848.6709,4295.5112
5848.6860,4373.8359
5848.7012,4433.3975
5848.7158,4418.0049
5848.7310,4236.1489
5848.7461,4236.1489
5848.7607,4284.0044
5848.7759,4317.4844
5848.7910,4308.9795
5848.8062,4231.6006
5848.8208,4231.6006
5848.8359,4334.5283
5848.8511,4400.3286
5848.8657,4392.5024
5848.8809,4335.8330
5848.8960,4335.8330
5848.9111,4229.4761
5848.9258,4167.8120
5848.9409,4192.6299
5848.9561,4338.9897
5848.9707,4338.9897
5848.9858,4350.4937
5849.0010,4356.4922
5849.0161,4371.0093
5849.0308,4441.9155
5849.0459,4441.9155
5849.0610,4375.7300
5849.0762,4345.0000
5849.0908,4366.7378
5849.1060,4455.7778
5849.1211,4455.7778
5849.1357,4420.9736
5849.1509,4406.7490
5849.1660,4372.6372
5849.1812,4254.3555
5849.1958,4254.3555
5849.2109,4297.7988
5849.2261,4313.2104
5849.2407,4330.1494
5849.2559,4380.2217
5849.2710,4380.2217
5849.2861,4380.5879
5849.3008,4380.6982
5849.3159,4308.8970
5849.3311,4127.0156
5849.3457,4127.0156
5849.3608,4080.3311
5849.3760,4068.5625
5849.3911,4106.0898
5849.4058,4187.8403
5849.4209,4187.8403
5849.4360,4317.6270
5849.4512,4344.0381
5849.4658,4374.6055
5849.4810,4431.9927
5849.4961,4431.9927
5849.5107,4548.8896
5849.5259,4567.2139
5849.5410,4547.6479
5849.5562,4515.9648
5849.5708,4515.9648
5849.5859,4297.8413
5849.6011,4273.4414
5849.6157,4290.9897
5849.6309,4315.4893
5849.6460,4315.4893
5849.6611,4385.9399
5849.6758,4390.7876
5849.6909,4389.7368
5849.7061,4388.4751
5849.7207,4388.4751
5849.7358,4273.6328
5849.7510,4270.4678
5849.7661,4342.4609
5849.7808,4416.6602
5849.7959,4415.2920
5849.8110,4303.2681
5849.8262,4303.2681
5849.8408,4276.3179
5849.8560,4252.6104
5849.8711,4254.8589
5849.8857,4295.6182
5849.9009,4295.6182
5849.9160,4401.9927
5849.9312,4481.2998
5849.9458,4472.7168
5849.9609,4389.8232
5849.9761,4389.8232
5849.9907,4294.3252
5850.0059,4234.5664
5850.0210,4252.0576
5850.0361,4362.5190
5850.0508,4362.5190
5850.0659,4455.0430
5850.0811,4502.9976
5850.0957,4472.2002
5850.1108,4332.7554
5850.1260,4332.7554
5850.1411,4495.5049
5850.1558,4564.0962
5850.1709,4496.8457
5850.1860,4267.1025
5850.2012,4267.1025
5850.2158,4358.1914
5850.2310,4388.6021
